season,day_num,team1,team2,win_ind
1988,138,1348,1393,True
1988,139,1112,1371,True
1988,139,1234,1424,True
1988,139,1242,1293,True
1988,139,1246,1268,True
1988,139,1350,1210,True
1988,139,1396,1207,True
1988,139,1435,1338,True
1988,139,1437,1228,True
1988,143,1181,1348,True
1988,143,1328,1257,True
1988,143,1396,1350,True
1988,143,1437,1246,True
1988,144,1112,1234,True
1988,144,1242,1435,True
1988,144,1243,1345,True
1988,144,1314,1276,True
1988,145,1181,1396,True
1988,145,1328,1437,True
1988,146,1112,1314,True
1988,146,1242,1243,True
1988,152,1242,1181,True
1988,152,1328,1112,True
1988,154,1242,1328,True
1989,136,1112,1352,True
1989,136,1116,1258,True
1989,136,1123,1338,True
1989,136,1155,1388,True
1989,136,1177,1272,True
1989,136,1181,1354,True
1989,136,1228,1270,True
1989,136,1256,1247,True
1989,136,1257,1114,True
1989,136,1278,1243,True
1989,136,1292,1199,True
1989,136,1328,1190,True
1989,136,1373,1390,True
1989,136,1424,1225,True
1989,136,1438,1344,True
1989,136,1452,1397,True
1989,137,1161,1196,True
1989,137,1191,1333,True
1989,137,1207,1343,True
1989,137,1231,1206,True
1989,137,1234,1353,True
1989,137,1276,1462,True
1989,137,1281,1166,True
1989,137,1301,1376,True
1989,137,1314,1380,True
1989,137,1323,1435,True
1989,137,1371,1283,True
1989,137,1375,1104,True
1989,137,1393,1137,True
1989,137,1400,1210,True
1989,137,1417,1235,True
1989,137,1431,1261,True
1989,138,1112,1155,True
1989,138,1181,1452,True
1989,138,1228,1123,True
1989,138,1257,1116,True
1989,138,1278,1373,True
1989,138,1328,1256,True
1989,138,1424,1177,True
1989,138,1438,1292,True
1989,139,1207,1323,True
1989,139,1231,1431,True
1989,139,1276,1375,True
1989,139,1281,1400,True
1989,139,1301,1234,True
1989,139,1314,1417,True
1989,139,1371,1191,True
1989,139,1393,1161,True
1989,143,1276,1314,True
1989,143,1371,1231,True
1989,143,1424,1112,True
1989,143,1438,1328,True
1989,144,1181,1278,True
1989,144,1207,1301,True
1989,144,1228,1257,True
1989,144,1393,1281,True
1989,145,1276,1438,True
1989,145,1371,1424,True
1989,146,1181,1207,True
1989,146,1228,1393,True
1989,152,1276,1228,True
1989,152,1371,1181,True
1989,154,1276,1371,True
1990,136,1116,1343,True
1990,136,1123,1333,True
1990,136,1143,1231,True
1990,136,1155,1140,True
1990,136,1163,1131,True
1990,136,1173,1228,True
1990,136,1210,1190,True
1990,136,1247,1379,True
1990,136,1257,1225,True
1990,136,1261,1437,True
1990,136,1277,1293,True
1990,136,1314,1283,True
1990,136,1326,1344,True
1990,136,1328,1406,True
1990,136,1364,1222,True
1990,136,1424,1114,True
1990,137,1104,1161,True
1990,137,1112,1378,True
1990,137,1181,1350,True
1990,137,1207,1411,True
1990,137,1242,1352,True
1990,137,1258,1308,True
1990,137,1276,1229,True
1990,137,1278,1431,True
1990,137,1320,1281,True
1990,137,1345,1419,True
1990,137,1385,1396,True
1990,137,1393,1164,True
1990,137,1400,1208,True
1990,137,1417,1412,True
1990,137,1438,1323,True
1990,137,1462,1243,True
1990,138,1116,1173,True
1990,138,1123,1257,True
1990,138,1155,1247,True
1990,138,1163,1143,True
1990,138,1210,1261,True
1990,138,1277,1364,True
1990,138,1314,1328,True
1990,138,1424,1326,True
1990,139,1104,1112,True
1990,139,1181,1385,True
1990,139,1258,1276,True
1990,139,1278,1320,True
1990,139,1393,1438,True
1990,139,1400,1345,True
1990,139,1417,1242,True
1990,139,1462,1207,True
1990,143,1116,1314,True
1990,143,1163,1155,True
1990,143,1181,1417,True
1990,143,1400,1462,True
1990,144,1210,1277,True
1990,144,1258,1104,True
1990,144,1278,1393,True
1990,144,1424,1123,True
1990,145,1116,1400,True
1990,145,1181,1163,True
1990,146,1210,1278,True
1990,146,1424,1258,True
1990,152,1181,1116,True
1990,152,1424,1210,True
1990,154,1424,1181,True
1991,136,1112,1384,True
1991,136,1140,1438,True
1991,136,1163,1261,True
1991,136,1166,1308,True
1991,136,1181,1419,True
1991,136,1199,1425,True
1991,136,1231,1157,True
1991,136,1234,1190,True
1991,136,1242,1309,True
1991,136,1301,1379,True
1991,136,1329,1307,True
1991,136,1338,1208,True
1991,136,1350,1393,True
1991,136,1371,1337,True
1991,136,1396,1345,True
1991,136,1462,1304,True
1991,137,1104,1293,True
1991,137,1113,1353,True
1991,137,1116,1209,True
1991,137,1185,1280,True
1991,137,1207,1435,True
1991,137,1210,1177,True
1991,137,1277,1453,True
1991,137,1314,1318,True
1991,137,1326,1406,True
1991,137,1336,1417,True
1991,137,1385,1296,True
1991,137,1400,1389,True
1991,137,1424,1285,True
1991,137,1428,1375,True
1991,137,1437,1343,True
1991,137,1448,1256,True
1991,138,1112,1140,True
1991,138,1163,1462,True
1991,138,1181,1234,True
1991,138,1231,1199,True
1991,138,1242,1338,True
1991,138,1329,1301,True
1991,138,1371,1166,True
1991,138,1396,1350,True
1991,139,1104,1448,True
1991,139,1116,1113,True
1991,139,1185,1336,True
1991,139,1314,1437,True
1991,139,1326,1210,True
1991,139,1385,1400,True
1991,139,1424,1207,True
1991,139,1428,1277,True
1991,143,1116,1104,True
1991,143,1242,1231,True
1991,143,1371,1112,True
1991,143,1424,1428,True
1991,144,1181,1163,True
1991,144,1314,1185,True
1991,144,1385,1326,True
1991,144,1396,1329,True
1991,145,1242,1116,True
1991,145,1424,1371,True
1991,146,1181,1385,True
1991,146,1314,1396,True
1991,152,1181,1424,True
1991,152,1242,1314,True
1991,154,1181,1242,True
1992,136,1104,1390,True
1992,136,1116,1293,True
1992,136,1163,1304,True
1992,136,1181,1144,True
1992,136,1199,1285,True
1992,136,1207,1378,True
1992,136,1210,1222,True
1992,136,1231,1183,True
1992,136,1234,1400,True
1992,136,1261,1140,True
1992,136,1272,1337,True
1992,136,1281,1452,True
1992,136,1314,1275,True
1992,136,1326,1290,True
1992,136,1371,1247,True
1992,136,1425,1419,True
1992,137,1153,1174,True
1992,137,1190,1112,True
1992,137,1235,1150,True
1992,137,1242,1224,True
1992,137,1246,1330,True
1992,137,1257,1448,True
1992,137,1269,1200,True
1992,137,1276,1396,True
1992,137,1277,1283,True
1992,137,1308,1177,True
1992,137,1329,1204,True
1992,137,1393,1343,True
1992,137,1408,1385,True
1992,137,1417,1352,True
1992,137,1418,1328,True
1992,137,1431,1191,True
1992,138,1181,1234,True
1992,138,1199,1207,True
1992,138,1210,1425,True
1992,138,1231,1261,True
1992,138,1272,1116,True
1992,138,1314,1104,True
1992,138,1326,1163,True
1992,138,1371,1281,True
1992,139,1153,1277,True
1992,139,1246,1235,True
1992,139,1269,1393,True
1992,139,1276,1190,True
1992,139,1308,1418,True
1992,139,1329,1408,True
1992,139,1417,1257,True
1992,139,1431,1242,True
1992,143,1181,1371,True
1992,143,1231,1199,True
1992,143,1246,1269,True
1992,143,1417,1308,True
1992,144,1153,1431,True
1992,144,1272,1210,True
1992,144,1276,1329,True
1992,144,1326,1314,True
1992,145,1181,1246,True
1992,145,1231,1417,True
1992,146,1153,1272,True
1992,146,1276,1326,True
1992,152,1181,1231,True
1992,152,1276,1153,True
1992,154,1181,1276,True
1993,136,1116,1221,True
1993,136,1140,1374,True
1993,136,1143,1261,True
1993,136,1181,1356,True
1993,136,1199,1191,True
1993,136,1228,1253,True
1993,136,1242,1123,True
1993,136,1314,1187,True
1993,136,1348,1345,True
1993,136,1365,1112,True
1993,136,1371,1398,True
1993,136,1385,1403,True
1993,136,1396,1281,True
1993,136,1408,1243,True
1993,136,1435,1129,True
1993,136,1443,1272,True
1993,137,1153,1164,True
1993,137,1203,1307,True
1993,137,1231,1460,True
1993,137,1234,1419,True
1993,137,1246,1351,True
1993,137,1257,1174,True
1993,137,1269,1335,True
1993,137,1276,1157,True
1993,137,1308,1304,True
1993,137,1329,1266,True
1993,137,1380,1210,True
1993,137,1417,1235,True
1993,137,1428,1338,True
1993,137,1438,1264,True
1993,137,1448,1151,True
1993,137,1462,1309,True
1993,138,1116,1385,True
1993,138,1143,1181,True
1993,138,1199,1408,True
1993,138,1242,1140,True
1993,138,1314,1348,True
1993,138,1396,1365,True
1993,138,1435,1228,True
1993,138,1443,1371,True
1993,139,1153,1308,True
1993,139,1203,1380,True
1993,139,1231,1462,True
1993,139,1246,1428,True
1993,139,1257,1329,True
1993,139,1276,1417,True
1993,139,1438,1269,True
1993,139,1448,1234,True
1993,143,1199,1443,True
1993,143,1231,1257,True
1993,143,1242,1143,True
1993,143,1246,1448,True
1993,144,1153,1438,True
1993,144,1276,1203,True
1993,144,1314,1116,True
1993,144,1396,1435,True
1993,145,1242,1231,True
1993,145,1246,1199,True
1993,146,1276,1396,True
1993,146,1314,1153,True
1993,152,1276,1246,True
1993,152,1314,1242,True
1993,154,1314,1276,True
1994,136,1104,1344,True
1994,136,1163,1351,True
1994,136,1196,1241,True
1994,136,1203,1412,True
1994,136,1242,1151,True
1994,136,1268,1387,True
1994,136,1269,1402,True
1994,136,1276,1337,True
1994,136,1281,1298,True
1994,136,1335,1304,True
1994,136,1345,1416,True
1994,136,1393,1218,True
1994,136,1400,1443,True
1994,136,1448,1158,True
1994,136,1453,1143,True
1994,136,1458,1153,True
1994,137,1112,1259,True
1994,137,1116,1299,True
1994,137,1130,1450,True
1994,137,1181,1411,True
1994,137,1207,1228,True
1994,137,1231,1325,True
1994,137,1246,1398,True
1994,137,1257,1129,True
1994,137,1266,1418,True
1994,137,1277,1371,True
1994,137,1278,1356,True
1994,137,1314,1251,True
1994,137,1329,1308,True
1994,137,1396,1180,True
1994,137,1409,1417,True
1994,137,1438,1307,True
1994,138,1163,1203,True
1994,138,1196,1335,True
1994,138,1242,1448,True
1994,138,1268,1269,True
1994,138,1276,1400,True
1994,138,1281,1458,True
1994,138,1345,1104,True
1994,138,1393,1453,True
1994,139,1112,1438,True
1994,139,1116,1207,True
1994,139,1130,1314,True
1994,139,1181,1277,True
1994,139,1231,1396,True
1994,139,1257,1278,True
1994,139,1266,1246,True
1994,139,1409,1329,True
1994,143,1112,1257,True
1994,143,1181,1266,True
1994,143,1281,1393,True
1994,143,1345,1242,True
1994,144,1116,1409,True
1994,144,1130,1231,True
1994,144,1196,1163,True
1994,144,1276,1268,True
1994,145,1112,1281,True
1994,145,1181,1345,True
1994,146,1116,1276,True
1994,146,1196,1130,True
1994,152,1116,1112,True
1994,152,1181,1196,True
1994,154,1116,1181,True
1995,136,1104,1335,True
1995,136,1113,1123,True
1995,136,1153,1396,True
1995,136,1163,1151,True
1995,136,1242,1159,True
1995,136,1246,1291,True
1995,136,1264,1328,True
1995,136,1268,1211,True
1995,136,1275,1112,True
1995,136,1329,1180,True
1995,136,1387,1278,True
1995,136,1400,1332,True
1995,136,1408,1140,True
1995,136,1438,1311,True
1995,136,1443,1276,True
1995,136,1448,1299,True
1995,137,1116,1411,True
1995,137,1207,1462,True
1995,137,1235,1196,True
1995,137,1269,1389,True
1995,137,1272,1257,True
1995,137,1280,1365,True
1995,137,1281,1231,True
1995,137,1314,1293,True
1995,137,1330,1437,True
1995,137,1345,1453,True
1995,137,1390,1150,True
1995,137,1393,1356,True
1995,137,1409,1228,True
1995,137,1417,1198,True
1995,137,1428,1253,True
1995,137,1451,1277,True
1995,138,1113,1264,True
1995,138,1163,1153,True
1995,138,1242,1443,True
1995,138,1246,1408,True
1995,138,1268,1400,True
1995,138,1329,1104,True
1995,138,1438,1275,True
1995,138,1448,1387,True
1995,139,1116,1393,True
1995,139,1207,1451,True
1995,139,1269,1390,True
1995,139,1272,1345,True
1995,139,1280,1428,True
1995,139,1314,1235,True
1995,139,1409,1330,True
1995,139,1417,1281,True
1995,143,1163,1268,True
1995,143,1246,1113,True
1995,143,1314,1207,True
1995,143,1417,1280,True
1995,144,1116,1272,True
1995,144,1269,1409,True
1995,144,1329,1448,True
1995,144,1438,1242,True
1995,145,1314,1246,True
1995,145,1417,1163,True
1995,146,1116,1438,True
1995,146,1329,1269,True
1995,152,1116,1314,True
1995,152,1417,1329,True
1995,154,1417,1116,True
1996,136,1116,1336,True
1996,136,1163,1159,True
1996,136,1180,1272,True
1996,136,1185,1181,True
1996,136,1208,1155,True
1996,136,1235,1143,True
1996,136,1246,1363,True
1996,136,1266,1284,True
1996,136,1269,1416,True
1996,136,1280,1433,True
1996,136,1343,1417,True
1996,136,1345,1441,True
1996,136,1390,1133,True
1996,136,1393,1286,True
1996,136,1428,1145,True
1996,136,1439,1453,True
1996,137,1112,1434,True
1996,137,1130,1231,True
1996,137,1153,1422,True
1996,137,1207,1290,True
1996,137,1210,1122,True
1996,137,1234,1203,True
1996,137,1242,1354,True
1996,137,1257,1409,True
1996,137,1307,1243,True
1996,137,1314,1309,True
1996,137,1365,1268,True
1996,137,1396,1328,True
1996,137,1400,1276,True
1996,137,1403,1296,True
1996,137,1437,1339,True
1996,137,1448,1419,True
1996,138,1116,1266,True
1996,138,1163,1185,True
1996,138,1208,1345,True
1996,138,1246,1439,True
1996,138,1269,1390,True
1996,138,1280,1343,True
1996,138,1393,1180,True
1996,138,1428,1235,True
1996,139,1112,1234,True
1996,139,1153,1396,True
1996,139,1207,1307,True
1996,139,1210,1130,True
1996,139,1242,1365,True
1996,139,1257,1437,True
1996,139,1403,1314,True
1996,139,1448,1400,True
1996,143,1207,1403,True
1996,143,1246,1428,True
1996,143,1269,1116,True
1996,143,1448,1257,True
1996,144,1153,1210,True
1996,144,1242,1112,True
1996,144,1280,1163,True
1996,144,1393,1208,True
1996,145,1246,1448,True
1996,145,1269,1207,True
1996,146,1280,1153,True
1996,146,1393,1242,True
1996,152,1246,1269,True
1996,152,1393,1280,True
1996,154,1246,1393,True
1997,136,1112,1375,True
1997,136,1130,1434,True
1997,136,1143,1343,True
1997,136,1153,1139,True
1997,136,1158,1268,True
1997,136,1160,1231,True
1997,136,1234,1438,True
1997,136,1235,1229,True
1997,136,1242,1238,True
1997,136,1246,1285,True
1997,136,1314,1193,True
1997,136,1345,1348,True
1997,136,1386,1334,True
1997,136,1417,1149,True
1997,136,1437,1254,True
1997,136,1462,1435,True
1997,137,1150,1207,True
1997,137,1151,1208,True
1997,137,1155,1275,True
1997,137,1164,1376,True
1997,137,1181,1293,True
1997,137,1228,1425,True
1997,137,1257,1269,True
1997,137,1278,1402,True
1997,137,1307,1330,True
1997,137,1344,1266,True
1997,137,1390,1328,True
1997,137,1396,1279,True
1997,137,1400,1458,True
1997,137,1409,1131,True
1997,137,1428,1298,True
1997,137,1448,1388,True
1997,138,1112,1158,True
1997,138,1143,1437,True
1997,138,1235,1153,True
1997,138,1242,1345,True
1997,138,1246,1234,True
1997,138,1314,1160,True
1997,138,1386,1130,True
1997,138,1417,1462,True
1997,139,1151,1228,True
1997,139,1155,1409,True
1997,139,1257,1307,True
1997,139,1278,1396,True
1997,139,1344,1181,True
1997,139,1390,1448,True
1997,139,1400,1164,True
1997,139,1428,1150,True
1997,143,1246,1386,True
1997,143,1278,1155,True
1997,143,1417,1235,True
1997,143,1428,1390,True
1997,144,1112,1242,True
1997,144,1257,1400,True
1997,144,1314,1143,True
1997,144,1344,1151,True
1997,145,1246,1428,True
1997,145,1278,1417,True
1997,146,1112,1344,True
1997,146,1314,1257,True
1997,152,1112,1314,True
1997,152,1246,1278,True
1997,154,1112,1246,True
1998,136,1112,1311,True
1998,136,1116,1304,True
1998,136,1150,1227,True
1998,136,1153,1319,True
1998,136,1163,1192,True
1998,136,1228,1375,True
1998,136,1229,1397,True
1998,136,1231,1328,True
1998,136,1268,1429,True
1998,136,1277,1185,True
1998,136,1314,1298,True
1998,136,1343,1424,True
1998,136,1350,1376,True
1998,136,1428,1362,True
1998,136,1449,1462,True
1998,136,1452,1396,True
1998,137,1178,1385,True
1998,137,1181,1347,True
1998,137,1199,1395,True
1998,137,1242,1341,True
1998,137,1246,1354,True
1998,137,1276,1172,True
1998,137,1307,1139,True
1998,137,1329,1203,True
1998,137,1345,1174,True
1998,137,1348,1293,True
1998,137,1387,1269,True
1998,137,1390,1158,True
1998,137,1393,1233,True
1998,137,1417,1274,True
1998,137,1434,1279,True
1998,137,1444,1155,True
1998,138,1112,1229,True
1998,138,1163,1231,True
1998,138,1268,1228,True
1998,138,1277,1343,True
1998,138,1314,1150,True
1998,138,1428,1116,True
1998,138,1449,1350,True
1998,138,1452,1153,True
1998,139,1181,1329,True
1998,139,1246,1387,True
1998,139,1345,1178,True
1998,139,1348,1242,True
1998,139,1390,1444,True
1998,139,1393,1307,True
1998,139,1417,1276,True
1998,139,1434,1199,True
1998,143,1112,1268,True
1998,143,1163,1449,True
1998,143,1314,1277,True
1998,143,1428,1452,True
1998,144,1181,1393,True
1998,144,1246,1417,True
1998,144,1348,1434,True
1998,144,1390,1345,True
1998,145,1314,1163,True
1998,145,1428,1112,True
1998,146,1246,1181,True
1998,146,1390,1348,True
1998,152,1246,1390,True
1998,152,1428,1314,True
1998,154,1246,1428,True
1999,136,1116,1373,True
1999,136,1120,1457,True
1999,136,1163,1427,True
1999,136,1166,1257,True
1999,136,1178,1417,True
1999,136,1196,1335,True
1999,136,1211,1278,True
1999,136,1231,1203,True
1999,136,1234,1412,True
1999,136,1268,1434,True
1999,136,1307,1281,True
1999,136,1326,1293,True
1999,136,1329,1393,True
1999,136,1385,1359,True
1999,136,1390,1108,True
1999,136,1451,1314,True
1999,137,1150,1348,True
1999,137,1153,1206,True
1999,137,1181,1197,True
1999,137,1242,1191,True
1999,137,1246,1308,True
1999,137,1274,1248,True
1999,137,1275,1449,True
1999,137,1277,1291,True
1999,137,1279,1437,True
1999,137,1283,1458,True
1999,137,1328,1112,True
1999,137,1345,1400,True
1999,137,1396,1245,True
1999,137,1397,1174,True
1999,137,1409,1158,True
1999,137,1428,1117,True
1999,138,1120,1329,True
1999,138,1163,1307,True
1999,138,1196,1451,True
1999,138,1211,1390,True
1999,138,1234,1116,True
1999,138,1268,1166,True
1999,138,1326,1178,True
1999,138,1385,1231,True
1999,139,1181,1409,True
1999,139,1246,1242,True
1999,139,1275,1428,True
1999,139,1277,1279,True
1999,139,1283,1397,True
1999,139,1328,1150,True
1999,139,1345,1274,True
1999,139,1396,1153,True
1999,143,1163,1234,True
1999,143,1211,1196,True
1999,143,1326,1120,True
1999,143,1385,1268,True
1999,144,1181,1283,True
1999,144,1246,1275,True
1999,144,1277,1328,True
1999,144,1396,1345,True
1999,145,1163,1211,True
1999,145,1326,1385,True
1999,146,1181,1396,True
1999,146,1277,1246,True
1999,152,1163,1326,True
1999,152,1181,1277,True
1999,154,1163,1181,True
2000,136,1112,1238,True
2000,136,1120,1166,True
2000,136,1211,1257,True
2000,136,1235,1148,True
2000,136,1246,1382,True
2000,136,1261,1369,True
2000,136,1268,1233,True
2000,136,1277,1434,True
2000,136,1328,1457,True
2000,136,1345,1173,True
2000,136,1385,1319,True
2000,136,1393,1359,True
2000,136,1400,1232,True
2000,136,1417,1123,True
2000,136,1428,1387,True
2000,136,1458,1201,True
2000,137,1153,1423,True
2000,137,1163,1429,True
2000,137,1181,1249,True
2000,137,1196,1139,True
2000,137,1228,1335,True
2000,137,1242,1177,True
2000,137,1274,1116,True
2000,137,1314,1281,True
2000,137,1326,1111,True
2000,137,1329,1220,True
2000,137,1337,1231,True
2000,137,1371,1332,True
2000,137,1390,1354,True
2000,137,1396,1248,True
2000,137,1397,1418,True
2000,137,1409,1424,True
2000,138,1211,1385,True
2000,138,1235,1120,True
2000,138,1261,1400,True
2000,138,1277,1428,True
2000,138,1345,1328,True
2000,138,1393,1246,True
2000,138,1417,1268,True
2000,138,1458,1112,True
2000,139,1181,1242,True
2000,139,1196,1228,True
2000,139,1274,1326,True
2000,139,1314,1390,True
2000,139,1329,1337,True
2000,139,1371,1396,True
2000,139,1397,1163,True
2000,139,1409,1153,True
2000,143,1235,1417,True
2000,143,1277,1393,True
2000,143,1345,1211,True
2000,143,1458,1261,True
2000,144,1196,1181,True
2000,144,1314,1397,True
2000,144,1329,1371,True
2000,144,1409,1274,True
2000,145,1277,1235,True
2000,145,1458,1345,True
2000,146,1196,1329,True
2000,146,1314,1409,True
2000,152,1196,1314,True
2000,152,1277,1458,True
2000,154,1277,1196,True
2001,134,1322,1457,True
2001,136,1130,1381,True
2001,136,1153,1140,True
2001,136,1181,1284,True
2001,136,1207,1116,True
2001,136,1209,1458,True
2001,136,1214,1235,True
2001,136,1234,1166,True
2001,136,1245,1231,True
2001,136,1246,1221,True
2001,136,1268,1206,True
2001,136,1281,1208,True
2001,136,1386,1210,True
2001,136,1390,1422,True
2001,136,1417,1220,True
2001,136,1425,1329,True
2001,136,1429,1326,True
2001,137,1112,1183,True
2001,137,1139,1448,True
2001,137,1150,1397,True
2001,137,1196,1443,True
2001,137,1201,1143,True
2001,137,1211,1438,True
2001,137,1228,1322,True
2001,137,1232,1328,True
2001,137,1242,1169,True
2001,137,1277,1106,True
2001,137,1279,1233,True
2001,137,1314,1343,True
2001,137,1323,1462,True
2001,137,1336,1344,True
2001,137,1393,1218,True
2001,137,1396,1400,True
2001,138,1153,1245,True
2001,138,1181,1281,True
2001,138,1207,1214,True
2001,138,1246,1234,True
2001,138,1268,1209,True
2001,138,1390,1386,True
2001,138,1417,1429,True
2001,138,1425,1130,True
2001,139,1112,1139,True
2001,139,1211,1232,True
2001,139,1228,1150,True
2001,139,1242,1393,True
2001,139,1277,1201,True
2001,139,1279,1323,True
2001,139,1336,1314,True
2001,139,1396,1196,True
2001,143,1181,1417,True
2001,143,1268,1207,True
2001,143,1390,1153,True
2001,143,1425,1246,True
2001,144,1112,1279,True
2001,144,1228,1242,True
2001,144,1277,1211,True
2001,144,1396,1336,True
2001,145,1181,1425,True
2001,145,1268,1390,True
2001,146,1112,1228,True
2001,146,1277,1396,True
2001,152,1112,1277,True
2001,152,1181,1268,True
2001,154,1181,1112,True
2002,134,1373,1108,True
2002,136,1104,1194,True
